gmina,powiat,wojewodztwo,teryt_gmi,pop_risk_total,pop_ge65,pop_outside_ge65,outside_share,risk_class_max,priority_score_v12,rank,new_large_siren_gap_count,gap_count_not_priced_as_integration,estimated_new_siren_gap_cost_pln,new_siren_cost_per_pop_outside_ge65_pln
Mirsk,lwówecki,DOLNOŚLĄSKIE,0212043,344.5478096332424,246.27361659721603,98.2741930360264,0.285226578977923,wysokie ryzyko,58.06,583,0,1,0,0.0
Mała Wieś,płocki,MAZOWIECKIE,1419082,399.1319480861646,301.4316217458383,97.70032634032634,0.2447820246131607,wysokie ryzyko,55.59,665,0,10,0,0.0
Biecz,gorlicki,MAŁOPOLSKIE,1205023,649.1284417898057,551.6594724258262,97.46896936397974,0.1501535953273499,wysokie ryzyko,55.3,672,0,8,0,0.0
Branice,głubczycki,OPOLSKIE,1602023,395.0159717806198,297.76653932680546,97.24943245381432,0.2461911401086935,wysokie ryzyko,57.32,610,0,2,0,0.0
Krościenko Wyżne,krośnieński,PODKARPACKIE,1807062,372.70351155529585,275.65593804410787,97.047573511188,0.2603881382984759,wysokie ryzyko,59.29,537,0,4,0,0.0
Kamienna Góra,kamiennogórski,DOLNOŚLĄSKIE,0207011,7622.923265334763,7526.126711962536,96.79655337222638,0.0126980883845976,wysokie ryzyko,52.75,745,0,2,0,0.0
Złotoryja,złotoryjski,DOLNOŚLĄSKIE,0226062,153.96012782097893,57.19872903266543,96.76139878831349,0.6284834921728909,wysokie ryzyko,64.07,373,0,7,0,0.0
Stężyca,rycki,LUBELSKIE,0616052,1113.3640673422758,1018.7544526464476,94.60961469582816,0.0849763500286764,wysokie ryzyko,52.6,749,0,14,0,0.0
Kostrzyn nad Odrą,gorzowski,LUBUSKIE,0801011,476.993981351882,382.6610192999657,94.33296205191633,0.1977655185177823,wysokie ryzyko,55.12,683,0,5,0,0.0
Brodnica,brodnicki,KUJAWSKO-POMORSKIE,0402011,748.2952615296815,654.0072548873229,94.28800664235862,0.1260037467691737,wysokie ryzyko,59.87,513,0,1,0,0.0
Bolesław,dąbrowski,MAŁOPOLSKIE,1204012,2696.179935598382,2602.2811039359385,93.89883166244368,0.0348266191075277,wysokie ryzyko,52.3,757,0,5,0,0.0
Białobrzegi,łańcucki,PODKARPACKIE,1810022,1301.910366158795,1208.2173021554286,93.6930640033663,0.0719658330087668,wysokie ryzyko,52.62,748,0,17,0,0.0
Reda,wejherowski,POMORSKIE,2215011,582.0086766328413,489.35628495525503,92.65239167758632,0.1591941759590567,wysokie ryzyko,54.36,705,0,6,0,0.0
Besko,sanocki,PODKARPACKIE,1817022,2169.6604648841753,2077.159284822968,92.50118006120744,0.0426339427566356,wysokie ryzyko,52.66,747,0,10,0,0.0
Gubin,krośnieński,LUBUSKIE,0802011,2598.4336468051724,2505.988089719609,92.44555708556403,0.035577416879291,wysokie ryzyko,53.66,725,0,2,0,0.0
Sosnowiec,Sosnowiec,ŚLĄSKIE,2475011,5128.813669103425,5037.0715713513655,91.74209775205968,0.0178875864227091,wysokie ryzyko,51.69,776,0,11,0,0.0
Nowogród,łomżyński,PODLASKIE,2007043,213.78247534703297,122.4483529326355,91.33412241439748,0.4272292303947498,wysokie ryzyko,59.02,547,0,8,0,0.0
Solina,leski,PODKARPACKIE,1821052,881.9660491219307,790.7173473000555,91.2487018218753,0.1034605605428019,wysokie ryzyko,53.05,738,0,8,0,0.0
Reńska Wieś,kędzierzyńsko-kozielski,OPOLSKIE,1603062,277.852301309344,187.2179968252916,90.6343044840524,0.3261959827467675,wysokie ryzyko,56.67,628,0,9,0,0.0
Gilowice,żywiecki,ŚLĄSKIE,2417032,154.5147786152054,64.80021100149142,89.71456761371395,0.58062127401505,wysokie ryzyko,62.97,406,0,7,0,0.0
Nowogrodziec,bolesławiecki,DOLNOŚLĄSKIE,0201043,195.46939595812393,105.9216863355678,89.54770962255613,0.4581162651249009,wysokie ryzyko,60.0,508,0,13,0,0.0
Mszana Dolna,limanowski,MAŁOPOLSKIE,1207021,237.8989921040097,148.7810281639721,89.11796394003758,0.3746042097609018,wysokie ryzyko,58.42,569,0,4,0,0.0
Przecław,mielecki,PODKARPACKIE,1811073,297.3283114461454,208.28232223279815,89.04598921334724,0.2994870847658111,wysokie ryzyko,57.29,611,0,10,0,0.0
Krynica Morska,nowodworski,POMORSKIE,2210011,365.8868624559791,277.08933885199633,88.79752360398284,0.2426912051663684,wysokie ryzyko,54.9,692,0,3,0,0.0
Milówka,żywiecki,ŚLĄSKIE,2417092,247.0925369327128,159.38168318771784,87.71085374499494,0.3549716832155072,wysokie ryzyko,58.3,572,0,10,0,0.0
Wojcieszów,złotoryjski,DOLNOŚLĄSKIE,0226011,118.62057428872389,32.08572376505229,86.53485052367158,0.729509623794644,wysokie ryzyko,67.29,268,0,5,0,0.0
Prostki,ełcki,WARMIŃSKO-MAZURSKIE,2805042,106.8001940551714,20.610855192159423,86.18933886301198,0.8070148151461958,wysokie ryzyko,66.52,300,0,8,0,0.0
Łańcut,łańcucki,PODKARPACKIE,1810011,227.0890476882553,141.38648268616987,85.70256500208548,0.3773962939848018,wysokie ryzyko,59.28,539,0,4,0,0.0
Olszanica,leski,PODKARPACKIE,1821042,875.0115301946158,789.3370585233986,85.67447167121725,0.0979123916826124,wysokie ryzyko,53.69,724,0,7,0,0.0
Drezdenko,strzelecko-drezdenecki,LUBUSKIE,0806023,1239.4329954078312,1153.8216623646374,85.61133304319378,0.0690729820493633,wysokie ryzyko,51.68,777,0,10,0,0.0
Oborniki,obornicki,WIELKOPOLSKIE,3016013,830.7150060717272,745.3480746776748,85.36693139405233,0.1027631988950509,wysokie ryzyko,52.37,755,0,9,0,0.0
Warta,sieradzki,ŁÓDZKIE,1014093,177.51397919248527,92.73121597549252,84.78276321699273,0.4776117554384801,wysokie ryzyko,59.96,510,0,5,0,0.0
Komańcza,sanocki,PODKARPACKIE,1817042,246.94472409328745,162.452516304448,84.49220778883947,0.3421502852473217,wysokie ryzyko,57.09,616,0,14,0,0.0
Poronin,tatrzański,MAŁOPOLSKIE,1217052,148.156288579548,63.865506796766034,84.29078178278196,0.5689315154349631,wysokie ryzyko,62.63,421,0,6,0,0.0
Szczecin,Szczecin,ZACHODNIOPOMORSKIE,3262011,1015.8734268548112,931.5872775674932,84.28614928731797,0.0829691446386894,wysokie ryzyko,51.76,775,0,15,0,0.0
Pcim,myślenicki,MAŁOPOLSKIE,1209042,307.86217056491853,224.1285173063225,83.73365325859608,0.271984223020799,wysokie ryzyko,55.56,666,0,12,0,0.0
Sochocin,płoński,MAZOWIECKIE,1420113,304.704308477857,221.02885331018967,83.6754551676673,0.2746119855858488,wysokie ryzyko,55.61,663,0,11,0,0.0
Głogówek,prudnicki,OPOLSKIE,1610023,458.8821788216138,375.3122402183211,83.56993860329268,0.1821163306404621,wysokie ryzyko,54.02,716,0,5,0,0.0
Spytkowice,nowotarski,MAŁOPOLSKIE,1211132,105.4155295925888,22.254684544283805,83.160845048305,0.7888860907847831,wysokie ryzyko,66.33,309,0,8,0,0.0
Zbrosławice,tarnogórski,ŚLĄSKIE,2413092,108.93710918527135,26.76534828059225,82.1717609046791,0.7543045847207865,wysokie ryzyko,65.98,322,0,9,0,0.0
Ostróda,ostródzki,WARMIŃSKO-MAZURSKIE,2815011,176.60345598048127,95.7605521885681,80.84290379191316,0.4577651289046583,wysokie ryzyko,62.64,420,0,3,0,0.0
Bierawa,kędzierzyńsko-kozielski,OPOLSKIE,1603022,674.7229482253592,593.8989555241778,80.82399270118124,0.1197884152506782,wysokie ryzyko,52.99,741,0,8,0,0.0
Wyszogród,płocki,MAZOWIECKIE,1419153,360.8127619171619,280.00928310241017,80.80347881475166,0.2239485055500978,wysokie ryzyko,54.61,698,0,22,0,0.0
Dydnia,brzozowski,PODKARPACKIE,1802032,664.8123805342696,585.0349296243508,79.77745090991894,0.1199999477233059,wysokie ryzyko,52.31,756,0,11,0,0.0
Boleszkowice,myśliborski,ZACHODNIOPOMORSKIE,3210022,91.14393680412226,11.62432232711942,79.51961447700285,0.8724619241310446,wysokie ryzyko,67.06,283,0,4,0,0.0
Koszyce,proszowicki,MAŁOPOLSKIE,1214023,640.8190005988736,561.3569724392797,79.46202815959393,0.1240007366905993,wysokie ryzyko,52.71,746,0,10,0,0.0
Nasielsk,nowodworski,MAZOWIECKIE,1414043,111.59628121897958,32.23749390327705,79.35878731570256,0.7111239411282974,wysokie ryzyko,63.89,382,0,5,0,0.0
Kwidzyn,kwidzyński,POMORSKIE,2207011,321.2337074704644,241.9298192862131,79.30388818425124,0.2468728727403016,wysokie ryzyko,56.25,648,0,2,0,0.0
Haczów,brzozowski,PODKARPACKIE,1802042,349.87092582471865,270.6598925517021,79.2110332730165,0.2264007307446298,wysokie ryzyko,54.65,697,0,14,0,0.0
Strzelin,strzeliński,DOLNOŚLĄSKIE,0217043,225.54755181680804,146.37213882329195,79.17541299351612,0.3510364548661702,wysokie ryzyko,57.53,603,0,6,0,0.0
Otyń,nowosolski,LUBUSKIE,0804073,211.05365636066568,132.05864512916577,78.99501123149989,0.3742887595205021,wysokie ryzyko,59.76,516,0,4,0,0.0
Grodzisk Mazowiecki,grodziski,MAZOWIECKIE,1405043,86.88081952050665,8.165401509413986,78.71541801109267,0.9060160625270496,niskie ryzyko,62.78,415,0,3,0,0.0
Bolesławiec,bolesławiecki,DOLNOŚLĄSKIE,0201011,190.88234321269476,112.19084589672217,78.69149731597263,0.4122513166568211,wysokie ryzyko,57.67,596,0,5,0,0.0
Jastarnia,pucki,POMORSKIE,2211023,2693.4224506020323,2614.8211543556836,78.60129624634905,0.0291826839970017,wysokie ryzyko,50.94,796,0,4,0,0.0
Wyśmierzyce,białobrzeski,MAZOWIECKIE,1401063,288.75614331696744,210.190154557988,78.56598875897939,0.2720842156169732,wysokie ryzyko,55.3,673,0,5,0,0.0
Wronki,szamotulski,WIELKOPOLSKIE,3024083,173.91860059099858,95.80058667350454,78.11801391749403,0.4491642277021468,wysokie ryzyko,59.02,548,0,5,0,0.0
Czyżew,wysokomazowiecki,PODLASKIE,2013033,121.02605622291028,42.96793238129841,78.05812384161187,0.6449695733110689,wysokie ryzyko,62.48,424,0,13,0,0.0
Łapanów,bocheński,MAŁOPOLSKIE,1201052,504.90633010300394,426.9258182729208,77.98051183008313,0.1544455024245282,wysokie ryzyko,53.04,740,0,12,0,0.0
Pelplin,tczewski,POMORSKIE,2214043,704.998695884233,627.6957850490926,77.30291083514028,0.1096497217462003,wysokie ryzyko,52.07,763,0,8,0,0.0
Warlubie,świecki,KUJAWSKO-POMORSKIE,0414112,237.64469153001252,160.5977442304731,77.04694729953943,0.324210681094928,wysokie ryzyko,56.4,642,0,9,0,0.0
Bobowa,gorlicki,MAŁOPOLSKIE,1205033,380.4601780799803,303.7531389326142,76.70703914736606,0.2016164728053108,wysokie ryzyko,54.23,709,0,11,0,0.0
Świnna,żywiecki,ŚLĄSKIE,2417132,499.0233264415272,422.8339533018599,76.1893731396673,0.1526769774129882,wysokie ryzyko,53.6,729,0,9,0,0.0
Wleń,lwówecki,DOLNOŚLĄSKIE,0212053,1475.9798112191943,1400.1621201264163,75.81769109277789,0.0513677019946165,wysokie ryzyko,52.39,754,0,4,0,0.0
Joniec,płoński,MAZOWIECKIE,1420062,174.4003724688999,99.16136118498623,75.23901128391364,0.4314154277241048,wysokie ryzyko,57.86,591,0,13,0,0.0
Dębica,dębicki,PODKARPACKIE,1803042,284.93483767936516,210.19725083744933,74.7375868419158,0.262297118353837,wysokie ryzyko,55.23,674,0,8,0,0.0
Korytnica,węgrowski,MAZOWIECKIE,1433032,73.95957254921078,0.0,73.95957254921078,1.0,wysokie ryzyko,69.0,231,0,4,0,0.0
Gidle,radomszczański,ŁÓDZKIE,1012032,616.4620554034877,542.9731193589008,73.48893604458699,0.1192108020281749,wysokie ryzyko,51.88,767,0,12,0,0.0
Nowa Sól,nowosolski,LUBUSKIE,0804011,468.6812866225616,395.6589037731999,73.02238284936165,0.1558039224812661,wysokie ryzyko,53.99,718,0,7,0,0.0
Stryszawa,suski,MAŁOPOLSKIE,1215072,208.18421392289605,135.49006552775768,72.69414839513837,0.3491818472944431,wysokie ryzyko,56.54,631,0,16,0,0.0
Zaręby Kościelne,ostrowski,MAZOWIECKIE,1416112,102.08417969765227,29.70332815081324,72.38085154683904,0.7090310345953011,wysokie ryzyko,63.51,392,0,13,0,0.0
Września,wrzesiński,WIELKOPOLSKIE,3030053,184.31350840821463,111.9971681413255,72.31634026688917,0.3923550741963203,wysokie ryzyko,57.76,593,0,8,0,0.0
Zawadzkie,strzelecki,OPOLSKIE,1611073,277.7484022880022,205.4823157448612,72.26608654314099,0.2601854266229298,wysokie ryzyko,54.12,712,0,5,0,0.0
Pszczółki,gdański,POMORSKIE,2204062,163.80982694823143,91.87620955604557,71.93361739218588,0.4391288284244324,wysokie ryzyko,59.02,549,0,3,0,0.0
Wąchock,starachowicki,ŚWIĘTOKRZYSKIE,2611053,224.41148377756335,152.90258223082088,71.50890154674249,0.3186508120842073,wysokie ryzyko,55.79,660,0,5,0,0.0
Sztum,sztumski,POMORSKIE,2216053,148.81323513390788,77.98313090622656,70.83010422768135,0.4759664297597299,wysokie ryzyko,59.16,541,0,4,0,0.0
Różan,makowski,MAZOWIECKIE,1411073,183.65156538156631,113.00673781505095,70.64482756651537,0.3846677125770157,wysokie ryzyko,56.44,639,0,7,0,0.0
Dobrcz,bydgoski,KUJAWSKO-POMORSKIE,0403032,69.98642572892004,0.0,69.98642572892004,1.0,wysokie ryzyko,69.46,218,0,10,0,0.0
Jabłonka,nowotarski,MAŁOPOLSKIE,1211052,207.17522519717423,137.25389735609684,69.92132784107741,0.3374985004820504,wysokie ryzyko,57.49,604,0,6,0,0.0
Limanowa,limanowski,MAŁOPOLSKIE,1207072,114.5343971896146,44.92769077509808,69.60670641451654,0.607736261965747,wysokie ryzyko,61.27,471,0,10,0,0.0
Sieradz,sieradzki,ŁÓDZKIE,1014082,558.9127962550144,489.7911400764564,69.1216561785581,0.1236716293520323,wysokie ryzyko,51.85,770,0,10,0,0.0
Katowice,Katowice,ŚLĄSKIE,2469011,1056.9448765934276,990.0356892762252,66.90918731720241,0.0633043300544236,wysokie ryzyko,52.18,760,0,6,0,0.0
Łapsze Niżne,nowotarski,MAŁOPOLSKIE,1211082,1392.1783315202515,1325.889881602547,66.288449917705,0.0476149128433268,wysokie ryzyko,51.79,773,0,4,0,0.0
Szelków,makowski,MAZOWIECKIE,1411102,388.0962709091268,321.8224545211234,66.27381638800338,0.1707664344023585,wysokie ryzyko,52.08,762,0,11,0,0.0
Zagrodno,złotoryjski,DOLNOŚLĄSKIE,0226052,149.69595928440185,83.57698045735552,66.11897882704635,0.4416884673649028,wysokie ryzyko,57.76,594,0,10,0,0.0
Wąsosz,górowski,DOLNOŚLĄSKIE,0204043,486.75954842213355,421.6198182566807,65.13973016545283,0.1338232200613383,wysokie ryzyko,51.19,789,0,13,0,0.0
Kołobrzeg,kołobrzeski,ZACHODNIOPOMORSKIE,3208042,69.69391829763384,5.078675879341088,64.61524241829275,0.9271288513632971,wysokie ryzyko,67.5,258,0,5,0,0.0
Gryfino,gryfiński,ZACHODNIOPOMORSKIE,3206043,141.72007688336572,77.1606869523343,64.55938993103142,0.4555415954520204,wysokie ryzyko,57.94,588,0,9,0,0.0
Lublin,Lublin,LUBELSKIE,0663011,2127.968164682524,2063.5475520534073,64.42061262911679,0.0302732971753493,wysokie ryzyko,49.27,839,0,13,0,0.0
Milejów,łęczyński,LUBELSKIE,0610042,85.59973940416447,21.255525169860164,64.3442142343043,0.7516870341216708,niskie ryzyko,51.03,792,0,7,0,0.0
Młynarze,makowski,MAZOWIECKIE,1411052,244.45524874520535,180.18826679332727,64.26698195187812,0.2628987607415348,wysokie ryzyko,53.99,719,0,6,0,0.0
Wojkowice,będziński,ŚLĄSKIE,2401031,164.9536661481192,101.11230067482025,63.84136547329896,0.3870260477628485,wysokie ryzyko,62.27,429,0,1,0,0.0
Bystra-Sidzina,suski,MAŁOPOLSKIE,1215042,204.47940438821172,140.71277810302325,63.766626285188494,0.3118486503615063,wysokie ryzyko,55.85,657,0,8,0,0.0
Bukowina Tatrzańska,tatrzański,MAŁOPOLSKIE,1217032,221.86324020430655,158.2280478665923,63.63519233771425,0.2868217027711066,wysokie ryzyko,55.46,668,0,7,0,0.0
Piaseczno,piaseczyński,MAZOWIECKIE,1418043,221.1210176161745,157.52896845326816,63.592049162906335,0.2875893474463403,wysokie ryzyko,54.83,693,0,11,0,0.0
Kozy,bielski,ŚLĄSKIE,2402072,109.57613437368823,46.57031800409205,63.0058163695962,0.5749957938352436,wysokie ryzyko,61.15,475,0,9,0,0.0
Ulanów,niżański,PODKARPACKIE,1812073,789.1586575096007,726.6968177805088,62.46183972909186,0.0791499138160718,wysokie ryzyko,51.05,791,0,7,0,0.0
Gogolin,krapkowicki,OPOLSKIE,1605013,176.99747408775758,115.49637511486485,61.50109897289275,0.3474687946247172,wysokie ryzyko,55.23,675,0,3,0,0.0
Trzebiel,żarski,LUBUSKIE,0811082,91.99424714286172,30.73496666613684,61.25928047672488,0.6659033839539202,wysokie ryzyko,61.27,472,0,4,0,0.0
Rydzyna,leszczyński,WIELKOPOLSKIE,3013043,234.28899537057788,173.25853509251544,61.03046027806246,0.2604922189432321,wysokie ryzyko,56.77,623,0,5,0,0.0
Zabór,zielonogórski,LUBUSKIE,0809092,87.19856039866289,26.428953338330707,60.769607060332206,0.6969106689663199,wysokie ryzyko,61.86,450,0,5,0,0.0
Darłowo,sławieński,ZACHODNIOPOMORSKIE,3213011,1486.9228708677847,1426.1790790454634,60.74379182232126,0.0408520125774045,wysokie ryzyko,49.65,828,0,7,0,0.0
Lwówek Śląski,lwówecki,DOLNOŚLĄSKIE,0212033,341.08956162369157,280.41928881464054,60.67027280905104,0.1778719715732191,wysokie ryzyko,52.25,758,0,10,0,0.0
Jedlińsk,radomski,MAZOWIECKIE,1425052,78.5674508741203,18.092128703306233,60.47532217081407,0.769724886043545,wysokie ryzyko,63.97,380,0,8,0,0.0
Liw,węgrowski,MAZOWIECKIE,1433042,98.87577351414252,39.226679116935095,59.64909439720742,0.6032730999436947,wysokie ryzyko,60.56,493,0,10,0,0.0
Kamień Pomorski,kamieński,ZACHODNIOPOMORSKIE,3207033,80.91523511808434,21.52131237332935,59.39392274475499,0.7340264495070423,wysokie ryzyko,62.55,423,0,13,0,0.0
Łuków,łukowski,LUBELSKIE,0611011,282.19782912687435,223.1302822992325,59.067546827641834,0.2093125486131413,wysokie ryzyko,54.12,713,0,3,0,0.0
Babice,chrzanowski,MAŁOPOLSKIE,1203022,459.96407336378235,401.55770031112627,58.40637305265605,0.1269802935379756,wysokie ryzyko,51.79,774,0,2,0,0.0
Bobrowice,krośnieński,LUBUSKIE,0802022,121.76710406316096,63.780681447003616,57.98642261615736,0.4762076183242367,wysokie ryzyko,60.62,490,0,3,0,0.0
Niemcza,dzierżoniowski,DOLNOŚLĄSKIE,0202073,59.26139894870842,1.4723158136940224,57.789083135014394,0.975155567708276,niskie ryzyko,57.08,617,0,3,0,0.0
Krosno,Krosno,PODKARPACKIE,1861011,2579.309909134446,2521.953923372708,57.35598576173784,0.0222369501077073,wysokie ryzyko,50.46,808,0,4,0,0.0
Czudec,strzyżowski,PODKARPACKIE,1819012,476.61464974459955,419.55652293302074,57.05812681157885,0.1197154280552522,wysokie ryzyko,50.93,797,0,9,0,0.0
Płońsk,płoński,MAZOWIECKIE,1420092,56.70576115324635,0.0,56.70576115324635,1.0,wysokie ryzyko,68.5,240,0,9,0,0.0
Grabów nad Pilicą,kozienicki,MAZOWIECKIE,1407042,202.097680460144,145.50534791694213,56.592332543201834,0.2800246515167823,wysokie ryzyko,53.44,731,0,5,0,0.0
Nowa Brzeźnica,pajęczański,ŁÓDZKIE,1009032,109.4934190594224,53.076939894190104,56.4164791652323,0.5152499542882565,wysokie ryzyko,57.83,592,0,10,0,0.0
Piątnica,łomżyński,PODLASKIE,2007052,303.1053510636709,246.91964181421528,56.18570924945563,0.1853669328247957,wysokie ryzyko,51.96,766,0,5,0,0.0
Łódź,Łódź,ŁÓDZKIE,1061011,202.44445992197163,146.52062679528703,55.92383312668457,0.2762428428431153,wysokie ryzyko,54.47,704,0,8,0,0.0
Sulików,zgorzelecki,DOLNOŚLĄSKIE,0225052,156.86792611922274,101.4253364078556,55.442589711367134,0.3534348358072233,wysokie ryzyko,55.73,662,0,7,0,0.0
Opoczno,opoczyński,ŁÓDZKIE,1007043,232.36112737088257,177.09785267786958,55.26327469301299,0.237833562430624,wysokie ryzyko,53.15,736,0,5,0,0.0
Kargowa,zielonogórski,LUBUSKIE,0809043,55.36921980116506,0.5577271209916044,54.81149268017346,0.9899271269670326,wysokie ryzyko,68.29,245,0,4,0,0.0
Mińsk Mazowiecki,miński,MAZOWIECKIE,1412112,79.83128588957844,25.162330064927783,54.66895582465065,0.6848061535707695,niskie ryzyko,49.1,846,0,11,0,0.0
Lubliniec,lubliniecki,ŚLĄSKIE,2407011,54.514425818746695,0.0,54.514425818746695,1.0,wysokie ryzyko,67.44,262,0,1,0,0.0
Rabka-Zdrój,nowotarski,MAŁOPOLSKIE,1211123,227.6507712592736,173.15130045370677,54.499470805566794,0.2393994560356522,wysokie ryzyko,52.98,742,0,11,0,0.0
Rudna,lubiński,DOLNOŚLĄSKIE,0211032,150.50418016833666,96.2041944356638,54.29998573267286,0.360787226454037,wysokie ryzyko,55.08,685,0,6,0,0.0
Pawłów,starachowicki,ŚWIĘTOKRZYSKIE,2611042,58.341846926821006,4.09108330529818,54.25076362152282,0.9298773775463488,niskie ryzyko,54.01,717,0,7,0,0.0
Ćmielów,ostrowiecki,ŚWIĘTOKRZYSKIE,2607043,874.7321082109011,820.5406557523058,54.19145245859527,0.0619520558922132,wysokie ryzyko,49.39,833,0,12,0,0.0
Rogoźno,obornicki,WIELKOPOLSKIE,3016023,217.97765607268343,164.01156414980855,53.96609192287488,0.2475762557281567,niskie ryzyko,40.76,1106,0,6,0,0.0
Góra Świętej Małgorzaty,łęczycki,ŁÓDZKIE,1004032,56.11894547421968,2.507314936554872,53.61163053766481,0.9553214174755528,wysokie ryzyko,67.76,255,0,5,0,0.0
Pruszcz,świecki,KUJAWSKO-POMORSKIE,0414083,76.09890038725243,22.714285714285715,53.384614672966705,0.7015162426960553,wysokie ryzyko,61.96,445,0,6,0,0.0
Kuźnia Raciborska,raciborski,ŚLĄSKIE,2411053,1599.463385491893,1546.9319685320563,52.53141695983642,0.0328431506693609,wysokie ryzyko,49.17,844,0,6,0,0.0
Pilzno,dębicki,PODKARPACKIE,1803063,262.0387051015573,209.51215297707583,52.52655212448144,0.2004534105147708,wysokie ryzyko,52.52,750,0,6,0,0.0
Goniądz,moniecki,PODLASKIE,2008013,136.03346431608756,83.58805709819006,52.445407217897504,0.3855331295249181,wysokie ryzyko,55.39,671,0,8,0,0.0
Horodło,hrubieszowski,LUBELSKIE,0604032,93.5556041725127,41.23354419331825,52.32205997919445,0.5592616331429459,wysokie ryzyko,58.3,573,0,5,0,0.0
Łukowa,biłgorajski,LUBELSKIE,0602092,114.03885496446377,61.8152629808236,52.22359198364016,0.4579456010840675,wysokie ryzyko,56.36,645,0,6,0,0.0
Poniec,gostyński,WIELKOPOLSKIE,3004073,69.69782919242638,17.664926459767734,52.03290273265865,0.7465498328362963,wysokie ryzyko,69.77,211,0,2,0,0.0
Wizna,łomżyński,PODLASKIE,2007082,88.96764844992326,37.3680074340995,51.59964101582377,0.5799820711780124,wysokie ryzyko,59.32,534,0,10,0,0.0
Krzyż Wielkopolski,czarnkowsko-trzcianecki,WIELKOPOLSKIE,3002043,72.9091047488661,21.972778052778743,50.93632669608736,0.6986277896503664,niskie ryzyko,48.61,860,0,10,0,0.0
Tomaszów Mazowiecki,tomaszowski,ŁÓDZKIE,1016092,516.2626000127816,466.0244548071936,50.23814520558798,0.0973112234051899,wysokie ryzyko,50.04,822,0,7,0,0.0
Janów Lubelski,janowski,LUBELSKIE,0605053,226.5651547374544,176.52247589584871,50.04267884160568,0.2208754426495793,wysokie ryzyko,52.07,764,0,4,0,0.0
Brześć Kujawski,włocławski,KUJAWSKO-POMORSKIE,0418043,117.20099877909334,67.4558934328894,49.74510534620394,0.4244426742468821,wysokie ryzyko,58.26,576,0,3,0,0.0
Ząbkowice Śląskie,ząbkowicki,DOLNOŚLĄSKIE,0224053,50.14477326674025,0.9799183052464228,49.16485496149383,0.9804582164519152,niskie ryzyko,55.17,678,0,5,0,0.0
Łęknica,żarski,LUBUSKIE,0811011,49.07248317122034,0.0,49.07248317122034,1.0,wysokie ryzyko,67.09,281,0,3,0,0.0
Sękowa,gorlicki,MAŁOPOLSKIE,1205092,87.92419656399261,39.15325375766862,48.77094280632397,0.5546930732637143,wysokie ryzyko,59.1,544,0,7,0,0.0
