wojewodztwo,powiat,gmina,wojewodztwo_key,powiat_key,gmina_key,siren_records_without_gsm,unique_sites_without_gsm,integration_cost_records_pln,integration_cost_unique_sites_pln
POMORSKIE,wejherowski,Gniewino,pomorskie,wejherowski,gniewino,6,6,30000,30000
POMORSKIE,wejherowski,Łęczyce,pomorskie,wejherowski,leczyce,6,6,30000,30000
WARMIŃSKO-MAZURSKIE,elbląski,Markusy,warminsko_mazurskie,elblaski,markusy,6,6,30000,30000
WARMIŃSKO-MAZURSKIE,giżycki,Giżycko,warminsko_mazurskie,gizycki,gizycko,6,5,30000,25000
WARMIŃSKO-MAZURSKIE,iławski,Zalewo,warminsko_mazurskie,ilawski,zalewo,6,6,30000,30000
WARMIŃSKO-MAZURSKIE,lidzbarski,Lidzbark Warmiński,warminsko_mazurskie,lidzbarski,lidzbark_warminski,6,6,30000,30000
WIELKOPOLSKIE,kaliski,Ceków-Kolonia,wielkopolskie,kaliski,cekow_kolonia,6,6,30000,30000
WIELKOPOLSKIE,kolski,Dąbie,wielkopolskie,kolski,dabie,6,6,30000,30000
WIELKOPOLSKIE,kolski,Grzegorzew,wielkopolskie,kolski,grzegorzew,6,6,30000,30000
WIELKOPOLSKIE,kolski,Osiek Mały,wielkopolskie,kolski,osiek_maly,6,6,30000,30000
WIELKOPOLSKIE,koniński,Kleczew,wielkopolskie,koninski,kleczew,6,6,30000,30000
WIELKOPOLSKIE,kępiński,Kępno,wielkopolskie,kepinski,kepno,6,6,30000,30000
WIELKOPOLSKIE,międzychodzki,Chrzypsko Wielkie,wielkopolskie,miedzychodzki,chrzypsko_wielkie,6,6,30000,30000
WIELKOPOLSKIE,międzychodzki,Międzychód,wielkopolskie,miedzychodzki,miedzychod,6,6,30000,30000
WIELKOPOLSKIE,ostrzeszowski,Czajków,wielkopolskie,ostrzeszowski,czajkow,6,6,30000,30000
WIELKOPOLSKIE,ostrzeszowski,Kraszewice,wielkopolskie,ostrzeszowski,kraszewice,6,6,30000,30000
WIELKOPOLSKIE,pilski,Kaczory,wielkopolskie,pilski,kaczory,6,5,30000,25000
WIELKOPOLSKIE,pilski,Wysoka,wielkopolskie,pilski,wysoka,6,6,30000,30000
WIELKOPOLSKIE,szamotulski,Pniewy,wielkopolskie,szamotulski,pniewy,6,6,30000,30000
WIELKOPOLSKIE,słupecki,Ostrowite,wielkopolskie,slupecki,ostrowite,6,6,30000,30000
WIELKOPOLSKIE,turecki,Władysławów,wielkopolskie,turecki,wladyslawow,6,6,30000,30000
WIELKOPOLSKIE,wągrowiecki,Gołańcz,wielkopolskie,wagrowiecki,golancz,6,6,30000,30000
WIELKOPOLSKIE,złotowski,Krajenka,wielkopolskie,zlotowski,krajenka,6,4,30000,20000
WIELKOPOLSKIE,średzki,Nowe Miasto nad Wartą,wielkopolskie,sredzki,nowe_miasto_nad_warta,6,6,30000,30000
ZACHODNIOPOMORSKIE,białogardzki,Tychowo,zachodniopomorskie,bialogardzki,tychowo,6,6,30000,30000
ZACHODNIOPOMORSKIE,goleniowski,Maszewo,zachodniopomorskie,goleniowski,maszewo,6,6,30000,30000
ZACHODNIOPOMORSKIE,goleniowski,Stepnica,zachodniopomorskie,goleniowski,stepnica,6,6,30000,30000
ZACHODNIOPOMORSKIE,gryficki,Płoty,zachodniopomorskie,gryficki,ploty,6,6,30000,30000
ZACHODNIOPOMORSKIE,gryfiński,Mieszkowice,zachodniopomorskie,gryfinski,mieszkowice,6,6,30000,30000
ZACHODNIOPOMORSKIE,kamieński,Wolin,zachodniopomorskie,kamienski,wolin,6,6,30000,30000
ZACHODNIOPOMORSKIE,koszaliński,Sianów,zachodniopomorskie,koszalinski,sianow,6,6,30000,30000
ZACHODNIOPOMORSKIE,pyrzycki,Bielice,zachodniopomorskie,pyrzycki,bielice,6,6,30000,30000
ZACHODNIOPOMORSKIE,pyrzycki,Kozielice,zachodniopomorskie,pyrzycki,kozielice,6,6,30000,30000
ZACHODNIOPOMORSKIE,sławieński,Sławno,zachodniopomorskie,slawienski,slawno,6,6,30000,30000
ŁÓDZKIE,kutnowski,Krośniewice,lodzkie,kutnowski,krosniewice,6,6,30000,30000
ŁÓDZKIE,kutnowski,Żychlin,lodzkie,kutnowski,zychlin,6,5,30000,25000
ŁÓDZKIE,opoczyński,Białaczów,lodzkie,opoczynski,bialaczow,6,6,30000,30000
ŁÓDZKIE,poddębicki,Poddębice,lodzkie,poddebicki,poddebice,6,6,30000,30000
ŁÓDZKIE,radomszczański,Kobiele Wielkie,lodzkie,radomszczanski,kobiele_wielkie,6,6,30000,30000
ŁÓDZKIE,radomszczański,Masłowice,lodzkie,radomszczanski,maslowice,6,6,30000,30000
ŁÓDZKIE,wieruszowski,Galewice,lodzkie,wieruszowski,galewice,6,6,30000,30000
ŁÓDZKIE,łaski,Buczek,lodzkie,laski,buczek,6,6,30000,30000
ŚLĄSKIE,kłobucki,Miedźno,slaskie,klobucki,miedzno,6,6,30000,30000
ŚLĄSKIE,kłobucki,Przystajń,slaskie,klobucki,przystajn,6,6,30000,30000
ŚLĄSKIE,lubliniecki,Herby,slaskie,lubliniecki,herby,6,6,30000,30000
ŚLĄSKIE,lubliniecki,Lubliniec,slaskie,lubliniecki,lubliniec,6,6,30000,30000
ŚLĄSKIE,lubliniecki,Pawonków,slaskie,lubliniecki,pawonkow,6,6,30000,30000
ŚLĄSKIE,tarnogórski,Miasteczko Śląskie,slaskie,tarnogorski,miasteczko_slaskie,6,6,30000,30000
ŚLĄSKIE,zawierciański,Żarnowiec,slaskie,zawiercianski,zarnowiec,6,6,30000,30000
ŚWIĘTOKRZYSKIE,buski,Stopnica,swietokrzyskie,buski,stopnica,6,6,30000,30000
ŚWIĘTOKRZYSKIE,kazimierski,Czarnocin,swietokrzyskie,kazimierski,czarnocin,6,6,30000,30000
ŚWIĘTOKRZYSKIE,kielecki,Nowa Słupia,swietokrzyskie,kielecki,nowa_slupia,6,6,30000,30000
ŚWIĘTOKRZYSKIE,kielecki,Strawczyn,swietokrzyskie,kielecki,strawczyn,6,5,30000,25000
ŚWIĘTOKRZYSKIE,starachowicki,Pawłów,swietokrzyskie,starachowicki,pawlow,6,6,30000,30000
DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,dolnoslaskie,boleslawiecki,nowogrodziec,5,5,25000,25000
DOLNOŚLĄSKIE,dzierżoniowski,Łagiewniki,dolnoslaskie,dzierzoniowski,lagiewniki,5,4,25000,20000
DOLNOŚLĄSKIE,górowski,Wąsosz,dolnoslaskie,gorowski,wasosz,5,4,25000,20000
DOLNOŚLĄSKIE,głogowski,Głogów,dolnoslaskie,glogowski,glogow,5,5,25000,25000
DOLNOŚLĄSKIE,karkonoski,Mysłakowice,dolnoslaskie,karkonoski,myslakowice,5,5,25000,25000
DOLNOŚLĄSKIE,kłodzki,Kudowa-Zdrój,dolnoslaskie,klodzki,kudowa_zdroj,5,4,25000,20000
DOLNOŚLĄSKIE,kłodzki,Lądek-Zdrój,dolnoslaskie,klodzki,ladek_zdroj,5,5,25000,25000
DOLNOŚLĄSKIE,oleśnicki,Syców,dolnoslaskie,olesnicki,sycow,5,5,25000,25000
DOLNOŚLĄSKIE,wałbrzyski,Czarny Bór,dolnoslaskie,walbrzyski,czarny_bor,5,5,25000,25000
DOLNOŚLĄSKIE,zgorzelecki,Węgliniec,dolnoslaskie,zgorzelecki,wegliniec,5,2,25000,10000
DOLNOŚLĄSKIE,ząbkowicki,Ząbkowice Śląskie,dolnoslaskie,zabkowicki,zabkowice_slaskie,5,5,25000,25000
DOLNOŚLĄSKIE,złotoryjski,Pielgrzymka,dolnoslaskie,zlotoryjski,pielgrzymka,5,5,25000,25000
DOLNOŚLĄSKIE,średzki,Środa Śląska,dolnoslaskie,sredzki,sroda_slaska,5,5,25000,25000
DOLNOŚLĄSKIE,świdnicki,Marcinowice,dolnoslaskie,swidnicki,marcinowice,5,5,25000,25000
KUJAWSKO-POMORSKIE,aleksandrowski,Ciechocinek,kujawsko_pomorskie,aleksandrowski,ciechocinek,5,5,25000,25000
KUJAWSKO-POMORSKIE,aleksandrowski,Zakrzewo,kujawsko_pomorskie,aleksandrowski,zakrzewo,5,5,25000,25000
KUJAWSKO-POMORSKIE,brodnicki,Górzno,kujawsko_pomorskie,brodnicki,gorzno,5,5,25000,25000
KUJAWSKO-POMORSKIE,brodnicki,Jabłonowo Pomorskie,kujawsko_pomorskie,brodnicki,jablonowo_pomorskie,5,5,25000,25000
KUJAWSKO-POMORSKIE,bydgoski,Dąbrowa Chełmińska,kujawsko_pomorskie,bydgoski,dabrowa_chelminska,5,3,25000,15000
KUJAWSKO-POMORSKIE,bydgoski,Nowa Wieś Wielka,kujawsko_pomorskie,bydgoski,nowa_wies_wielka,5,3,25000,15000
KUJAWSKO-POMORSKIE,bydgoski,Osielsko,kujawsko_pomorskie,bydgoski,osielsko,5,5,25000,25000
KUJAWSKO-POMORSKIE,bydgoski,Sicienko,kujawsko_pomorskie,bydgoski,sicienko,5,5,25000,25000
KUJAWSKO-POMORSKIE,golubsko-dobrzyński,Kowalewo Pomorskie,kujawsko_pomorskie,golubsko_dobrzynski,kowalewo_pomorskie,5,5,25000,25000
KUJAWSKO-POMORSKIE,inowrocławski,Dąbrowa Biskupia,kujawsko_pomorskie,inowroclawski,dabrowa_biskupia,5,5,25000,25000
KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,kujawsko_pomorskie,inowroclawski,inowroclaw,5,5,25000,25000
KUJAWSKO-POMORSKIE,lipnowski,Skępe,kujawsko_pomorskie,lipnowski,skepe,5,5,25000,25000
KUJAWSKO-POMORSKIE,lipnowski,Tłuchowo,kujawsko_pomorskie,lipnowski,tluchowo,5,5,25000,25000
KUJAWSKO-POMORSKIE,lipnowski,Wielgie,kujawsko_pomorskie,lipnowski,wielgie,5,5,25000,25000
KUJAWSKO-POMORSKIE,mogileński,Strzelno,kujawsko_pomorskie,mogilenski,strzelno,5,4,25000,20000
KUJAWSKO-POMORSKIE,nakielski,Sadki,kujawsko_pomorskie,nakielski,sadki,5,5,25000,25000
KUJAWSKO-POMORSKIE,radziejowski,Dobre,kujawsko_pomorskie,radziejowski,dobre,5,4,25000,20000
KUJAWSKO-POMORSKIE,radziejowski,Radziejów,kujawsko_pomorskie,radziejowski,radziejow,5,4,25000,20000
KUJAWSKO-POMORSKIE,rypiński,Skrwilno,kujawsko_pomorskie,rypinski,skrwilno,5,5,25000,25000
KUJAWSKO-POMORSKIE,włocławski,Baruchowo,kujawsko_pomorskie,wloclawski,baruchowo,5,5,25000,25000
LUBELSKIE,bialski,Kodeń,lubelskie,bialski,koden,5,5,25000,25000
LUBELSKIE,biłgorajski,Biszcza,lubelskie,bilgorajski,biszcza,5,5,25000,25000
LUBELSKIE,biłgorajski,Tereszpol,lubelskie,bilgorajski,tereszpol,5,5,25000,25000
LUBELSKIE,chełmski,Kamień,lubelskie,chelmski,kamien,5,5,25000,25000
LUBELSKIE,chełmski,Żmudź,lubelskie,chelmski,zmudz,5,5,25000,25000
LUBELSKIE,janowski,Janów Lubelski,lubelskie,janowski,janow_lubelski,5,5,25000,25000
LUBELSKIE,janowski,Potok Wielki,lubelskie,janowski,potok_wielki,5,5,25000,25000
LUBELSKIE,krasnostawski,Żółkiewka,lubelskie,krasnostawski,zolkiewka,5,5,25000,25000
LUBELSKIE,kraśnicki,Gościeradów,lubelskie,krasnicki,goscieradow,5,5,25000,25000
LUBELSKIE,kraśnicki,Wilkołaz,lubelskie,krasnicki,wilkolaz,5,5,25000,25000
LUBELSKIE,lubartowski,Serniki,lubelskie,lubartowski,serniki,5,5,25000,25000
LUBELSKIE,opolski,Wilków,lubelskie,opolski,wilkow,5,5,25000,25000
LUBELSKIE,parczewski,Dębowa Kłoda,lubelskie,parczewski,debowa_kloda,5,5,25000,25000
LUBELSKIE,parczewski,Jabłoń,lubelskie,parczewski,jablon,5,5,25000,25000
LUBELSKIE,parczewski,Sosnowica,lubelskie,parczewski,sosnowica,5,5,25000,25000
LUBELSKIE,puławski,Janowiec,lubelskie,pulawski,janowiec,5,5,25000,25000
LUBELSKIE,rycki,Nowodwór,lubelskie,rycki,nowodwor,5,5,25000,25000
LUBELSKIE,tomaszowski,Łaszczów,lubelskie,tomaszowski,laszczow,5,5,25000,25000
LUBELSKIE,łukowski,Stanin,lubelskie,lukowski,stanin,5,5,25000,25000
LUBELSKIE,łukowski,Wojcieszków,lubelskie,lukowski,wojcieszkow,5,5,25000,25000
LUBELSKIE,łęczyński,Puchaczów,lubelskie,leczynski,puchaczow,5,5,25000,25000
LUBUSKIE,gorzowski,Santok,lubuskie,gorzowski,santok,5,4,25000,20000
LUBUSKIE,krośnieński,Dąbie,lubuskie,krosnienski,dabie,5,5,25000,25000
LUBUSKIE,międzyrzecki,Międzyrzecz,lubuskie,miedzyrzecki,miedzyrzecz,5,5,25000,25000
LUBUSKIE,nowosolski,Siedlisko,lubuskie,nowosolski,siedlisko,5,5,25000,25000
LUBUSKIE,strzelecko-drezdenecki,Zwierzyn,lubuskie,strzelecko_drezdenecki,zwierzyn,5,5,25000,25000
LUBUSKIE,sulęciński,Torzym,lubuskie,sulecinski,torzym,5,5,25000,25000
LUBUSKIE,słubicki,Cybinka,lubuskie,slubicki,cybinka,5,5,25000,25000
LUBUSKIE,zielonogórski,Nowogród Bobrzański,lubuskie,zielonogorski,nowogrod_bobrzanski,5,5,25000,25000
LUBUSKIE,świebodziński,Lubrza,lubuskie,swiebodzinski,lubrza,5,5,25000,25000
LUBUSKIE,świebodziński,Łagów,lubuskie,swiebodzinski,lagow,5,5,25000,25000
MAZOWIECKIE,garwoliński,Garwolin,mazowieckie,garwolinski,garwolin,5,5,25000,25000
MAZOWIECKIE,garwoliński,Górzno,mazowieckie,garwolinski,gorzno,5,5,25000,25000
MAZOWIECKIE,gostyniński,Sanniki,mazowieckie,gostyninski,sanniki,5,5,25000,25000
MAZOWIECKIE,kozienicki,Grabów nad Pilicą,mazowieckie,kozienicki,grabow_nad_pilica,5,4,25000,20000
MAZOWIECKIE,legionowski,Wieliszew,mazowieckie,legionowski,wieliszew,5,5,25000,25000
MAZOWIECKIE,lipski,Chotcza,mazowieckie,lipski,chotcza,5,5,25000,25000
MAZOWIECKIE,miński,Cegłów,mazowieckie,minski,ceglow,5,5,25000,25000
MAZOWIECKIE,miński,Jakubów,mazowieckie,minski,jakubow,5,5,25000,25000
MAZOWIECKIE,miński,Kałuszyn,mazowieckie,minski,kaluszyn,5,5,25000,25000
MAZOWIECKIE,mławski,Dzierzgowo,mazowieckie,mlawski,dzierzgowo,5,5,25000,25000
MAZOWIECKIE,mławski,Szydłowo,mazowieckie,mlawski,szydlowo,5,5,25000,25000
MAZOWIECKIE,ostrowski,Małkinia Górna,mazowieckie,ostrowski,malkinia_gorna,5,5,25000,25000
MAZOWIECKIE,ostrołęcki,Goworowo,mazowieckie,ostrolecki,goworowo,5,5,25000,25000
MAZOWIECKIE,otwocki,Józefów,mazowieckie,otwocki,jozefow,5,4,25000,20000
MAZOWIECKIE,przasnyski,Krasne,mazowieckie,przasnyski,krasne,5,5,25000,25000
MAZOWIECKIE,przysuski,Gielniów,mazowieckie,przysuski,gielniow,5,4,25000,20000
MAZOWIECKIE,przysuski,Potworów,mazowieckie,przysuski,potworow,5,5,25000,25000
MAZOWIECKIE,przysuski,Rusinów,mazowieckie,przysuski,rusinow,5,5,25000,25000
MAZOWIECKIE,pułtuski,Gzy,mazowieckie,pultuski,gzy,5,5,25000,25000
MAZOWIECKIE,płocki,Nowy Duninów,mazowieckie,plocki,nowy_duninow,5,4,25000,20000
MAZOWIECKIE,płoński,Czerwińsk nad Wisłą,mazowieckie,plonski,czerwinsk_nad_wisla,5,5,25000,25000
MAZOWIECKIE,radomski,Gózd,mazowieckie,radomski,gozd,5,4,25000,20000
MAZOWIECKIE,radomski,Kowala,mazowieckie,radomski,kowala,5,5,25000,25000
MAZOWIECKIE,sochaczewski,Młodzieszyn,mazowieckie,sochaczewski,mlodzieszyn,5,5,25000,25000
MAZOWIECKIE,sochaczewski,Nowa Sucha,mazowieckie,sochaczewski,nowa_sucha,5,5,25000,25000
MAZOWIECKIE,wyszkowski,Długosiodło,mazowieckie,wyszkowski,dlugosiodlo,5,5,25000,25000
MAZOWIECKIE,łosicki,Platerów,mazowieckie,losicki,platerow,5,4,25000,20000
MAZOWIECKIE,łosicki,Stara Kornica,mazowieckie,losicki,stara_kornica,5,5,25000,25000
MAZOWIECKIE,żuromiński,Kuczbork-Osada,mazowieckie,zurominski,kuczbork_osada,5,5,25000,25000
MAŁOPOLSKIE,bocheński,Lipnica Murowana,malopolskie,bochenski,lipnica_murowana,5,5,25000,25000
MAŁOPOLSKIE,chrzanowski,Chrzanów,malopolskie,chrzanowski,chrzanow,5,5,25000,25000
MAŁOPOLSKIE,dąbrowski,Olesno,malopolskie,dabrowski,olesno,5,5,25000,25000
MAŁOPOLSKIE,dąbrowski,Radgoszcz,malopolskie,dabrowski,radgoszcz,5,5,25000,25000
MAŁOPOLSKIE,gorlicki,Lipinki,malopolskie,gorlicki,lipinki,5,5,25000,25000
MAŁOPOLSKIE,gorlicki,Ropa,malopolskie,gorlicki,ropa,5,5,25000,25000
MAŁOPOLSKIE,krakowski,Sułoszowa,malopolskie,krakowski,suloszowa,5,4,25000,20000
MAŁOPOLSKIE,krakowski,Świątniki Górne,malopolskie,krakowski,swiatniki_gorne,5,4,25000,20000
MAŁOPOLSKIE,m. Kraków,Kraków-Śródmieście,malopolskie,m_krakow,krakow_srodmiescie,5,5,25000,25000
MAŁOPOLSKIE,miechowski,Kozłów,malopolskie,miechowski,kozlow,5,5,25000,25000
MAŁOPOLSKIE,myślenicki,Lubień,malopolskie,myslenicki,lubien,5,5,25000,25000
MAŁOPOLSKIE,myślenicki,Sułkowice,malopolskie,myslenicki,sulkowice,5,4,25000,20000
MAŁOPOLSKIE,oświęcimski,Brzeszcze,malopolskie,oswiecimski,brzeszcze,5,5,25000,25000
MAŁOPOLSKIE,proszowicki,Koszyce,malopolskie,proszowicki,koszyce,5,5,25000,25000
MAŁOPOLSKIE,tarnowski,Ciężkowice,malopolskie,tarnowski,ciezkowice,5,5,25000,25000
MAŁOPOLSKIE,tarnowski,Pleśna,malopolskie,tarnowski,plesna,5,5,25000,25000
MAŁOPOLSKIE,tarnowski,Rzepiennik Strzyżewski,malopolskie,tarnowski,rzepiennik_strzyzewski,5,5,25000,25000
MAŁOPOLSKIE,tatrzański,Biały Dunajec,malopolskie,tatrzanski,bialy_dunajec,5,5,25000,25000
MAŁOPOLSKIE,wadowicki,Lanckorona,malopolskie,wadowicki,lanckorona,5,5,25000,25000
MAŁOPOLSKIE,wadowicki,Spytkowice,malopolskie,wadowicki,spytkowice,5,3,25000,15000
OPOLSKIE,namysłowski,Świerczów,opolskie,namyslowski,swierczow,5,5,25000,25000
OPOLSKIE,opolski,Chrząstowice,opolskie,opolski,chrzastowice,5,4,25000,20000
OPOLSKIE,opolski,Prószków,opolskie,opolski,proszkow,5,5,25000,25000
OPOLSKIE,prudnicki,Prudnik,opolskie,prudnicki,prudnik,5,5,25000,25000
PODKARPACKIE,bieszczadzki,Czarna,podkarpackie,bieszczadzki,czarna,5,5,25000,25000
PODKARPACKIE,bieszczadzki,Lutowiska,podkarpackie,bieszczadzki,lutowiska,5,5,25000,25000
PODKARPACKIE,dębicki,Żyraków,podkarpackie,debicki,zyrakow,5,5,25000,25000
PODKARPACKIE,jarosławski,Chłopice,podkarpackie,jaroslawski,chlopice,5,5,25000,25000
PODKARPACKIE,jarosławski,Pawłosiów,podkarpackie,jaroslawski,pawlosiow,5,5,25000,25000
PODKARPACKIE,jasielski,Krempna,podkarpackie,jasielski,krempna,5,5,25000,25000
PODKARPACKIE,kolbuszowski,Dzikowiec,podkarpackie,kolbuszowski,dzikowiec,5,5,25000,25000
PODKARPACKIE,leski,Baligród,podkarpackie,leski,baligrod,5,5,25000,25000
PODKARPACKIE,lubaczowski,Lubaczów,podkarpackie,lubaczowski,lubaczow,5,5,25000,25000
PODKARPACKIE,niżański,Nisko,podkarpackie,nizanski,nisko,5,5,25000,25000
PODKARPACKIE,przemyski,Krzywcza,podkarpackie,przemyski,krzywcza,5,5,25000,25000
PODKARPACKIE,przemyski,Przemyśl,podkarpackie,przemyski,przemysl,5,5,25000,25000
PODKARPACKIE,przeworski,Gać,podkarpackie,przeworski,gac,5,5,25000,25000
PODKARPACKIE,przeworski,Jawornik Polski,podkarpackie,przeworski,jawornik_polski,5,5,25000,25000
PODKARPACKIE,przeworski,Tryńcza,podkarpackie,przeworski,tryncza,5,5,25000,25000
PODKARPACKIE,rzeszowski,Sokołów Małopolski,podkarpackie,rzeszowski,sokolow_malopolski,5,5,25000,25000
PODKARPACKIE,sanocki,Bukowsko,podkarpackie,sanocki,bukowsko,5,5,25000,25000
PODKARPACKIE,strzyżowski,Czudec,podkarpackie,strzyzowski,czudec,5,2,25000,10000
PODKARPACKIE,łańcucki,Czarna,podkarpackie,lancucki,czarna,5,1,25000,5000
PODLASKIE,białostocki,Supraśl,podlaskie,bialostocki,suprasl,5,3,25000,15000
PODLASKIE,bielski,Wyszki,podlaskie,bielski,wyszki,5,5,25000,25000
PODLASKIE,hajnowski,Kleszczele,podlaskie,hajnowski,kleszczele,5,5,25000,25000
PODLASKIE,kolneński,Stawiski,podlaskie,kolnenski,stawiski,5,4,25000,20000
PODLASKIE,moniecki,Jaświły,podlaskie,moniecki,jaswily,5,5,25000,25000
PODLASKIE,sejneński,Krasnopol,podlaskie,sejnenski,krasnopol,5,5,25000,25000
PODLASKIE,sokólski,Szudziałowo,podlaskie,sokolski,szudzialowo,5,5,25000,25000
PODLASKIE,suwalski,Suwałki,podlaskie,suwalski,suwalki,5,5,25000,25000
PODLASKIE,suwalski,Szypliszki,podlaskie,suwalski,szypliszki,5,5,25000,25000
PODLASKIE,wysokomazowiecki,Czyżew,podlaskie,wysokomazowiecki,czyzew,5,5,25000,25000
PODLASKIE,zambrowski,Kołaki Kościelne,podlaskie,zambrowski,kolaki_koscielne,5,5,25000,25000
PODLASKIE,łomżyński,Nowogród,podlaskie,lomzynski,nowogrod,5,4,25000,20000
PODLASKIE,łomżyński,Śniadowo,podlaskie,lomzynski,sniadowo,5,4,25000,20000
POMORSKIE,bytowski,Kołczygłowy,pomorskie,bytowski,kolczyglowy,5,5,25000,25000
POMORSKIE,człuchowski,Debrzno,pomorskie,czluchowski,debrzno,5,5,25000,25000
POMORSKIE,gdański,Trąbki Wielkie,pomorskie,gdanski,trabki_wielkie,5,5,25000,25000
POMORSKIE,kościerski,Dziemiany,pomorskie,koscierski,dziemiany,5,5,25000,25000
POMORSKIE,kościerski,Karsin,pomorskie,koscierski,karsin,5,5,25000,25000
POMORSKIE,kwidzyński,Sadlinki,pomorskie,kwidzynski,sadlinki,5,5,25000,25000
POMORSKIE,lęborski,Cewice,pomorskie,leborski,cewice,5,5,25000,25000
POMORSKIE,lęborski,Wicko,pomorskie,leborski,wicko,5,5,25000,25000
POMORSKIE,starogardzki,Osieczna,pomorskie,starogardzki,osieczna,5,5,25000,25000
POMORSKIE,starogardzki,Zblewo,pomorskie,starogardzki,zblewo,5,5,25000,25000
POMORSKIE,sztumski,Stary Targ,pomorskie,sztumski,stary_targ,5,5,25000,25000
POMORSKIE,tczewski,Morzeszczyn,pomorskie,tczewski,morzeszczyn,5,5,25000,25000
WARMIŃSKO-MAZURSKIE,bartoszycki,Bisztynek,warminsko_mazurskie,bartoszycki,bisztynek,5,5,25000,25000
WARMIŃSKO-MAZURSKIE,działdowski,Iłowo-Osada,warminsko_mazurskie,dzialdowski,ilowo_osada,5,5,25000,25000
WARMIŃSKO-MAZURSKIE,elbląski,Milejewo,warminsko_mazurskie,elblaski,milejewo,5,5,25000,25000
WARMIŃSKO-MAZURSKIE,nowomiejski,Bratian,warminsko_mazurskie,nowomiejski,bratian,5,5,25000,25000
WARMIŃSKO-MAZURSKIE,piski,Biała Piska,warminsko_mazurskie,piski,biala_piska,5,5,25000,25000
WIELKOPOLSKIE,chodzieski,Szamocin,wielkopolskie,chodzieski,szamocin,5,5,25000,25000
WIELKOPOLSKIE,czarnkowsko-trzcianecki,Wieleń,wielkopolskie,czarnkowsko_trzcianecki,wielen,5,5,25000,25000
WIELKOPOLSKIE,gnieźnieński,Kiszkowo,wielkopolskie,gnieznienski,kiszkowo,5,5,25000,25000
WIELKOPOLSKIE,gostyński,Borek Wielkopolski,wielkopolskie,gostynski,borek_wielkopolski,5,5,25000,25000
WIELKOPOLSKIE,kaliski,Stawiszyn,wielkopolskie,kaliski,stawiszyn,5,5,25000,25000
WIELKOPOLSKIE,kolski,Babiak,wielkopolskie,kolski,babiak,5,5,25000,25000
WIELKOPOLSKIE,kolski,Koło,wielkopolskie,kolski,kolo,5,5,25000,25000
WIELKOPOLSKIE,koniński,Wilczyn,wielkopolskie,koninski,wilczyn,5,5,25000,25000
WIELKOPOLSKIE,leszczyński,Wijewo,wielkopolskie,leszczynski,wijewo,5,5,25000,25000
WIELKOPOLSKIE,ostrzeszowski,Mikstat,wielkopolskie,ostrzeszowski,mikstat,5,5,25000,25000
WIELKOPOLSKIE,pilski,Białośliwie,wielkopolskie,pilski,bialosliwie,5,5,25000,25000
WIELKOPOLSKIE,pilski,Wyrzysk,wielkopolskie,pilski,wyrzysk,5,5,25000,25000
WIELKOPOLSKIE,pleszewski,Chocz,wielkopolskie,pleszewski,chocz,5,4,25000,20000
WIELKOPOLSKIE,poznański,Dopiewo,wielkopolskie,poznanski,dopiewo,5,3,25000,15000
WIELKOPOLSKIE,poznański,Luboń,wielkopolskie,poznanski,lubon,5,4,25000,20000
WIELKOPOLSKIE,poznański,Rokietnica,wielkopolskie,poznanski,rokietnica,5,5,25000,25000
WIELKOPOLSKIE,turecki,Kawęczyn,wielkopolskie,turecki,kaweczyn,5,5,25000,25000
WIELKOPOLSKIE,turecki,Malanów,wielkopolskie,turecki,malanow,5,5,25000,25000
WIELKOPOLSKIE,złotowski,Okonek,wielkopolskie,zlotowski,okonek,5,4,25000,20000
WIELKOPOLSKIE,średzki,Zaniemyśl,wielkopolskie,sredzki,zaniemysl,5,5,25000,25000
ZACHODNIOPOMORSKIE,drawski,Drawsko Pomorskie,zachodniopomorskie,drawski,drawsko_pomorskie,5,5,25000,25000
ZACHODNIOPOMORSKIE,gryfiński,Cedynia,zachodniopomorskie,gryfinski,cedynia,5,5,25000,25000
ZACHODNIOPOMORSKIE,gryfiński,Trzcińsko-Zdrój,zachodniopomorskie,gryfinski,trzcinsko_zdroj,5,5,25000,25000
ZACHODNIOPOMORSKIE,gryfiński,Widuchowa,zachodniopomorskie,gryfinski,widuchowa,5,5,25000,25000
ZACHODNIOPOMORSKIE,kamieński,Międzyzdroje,zachodniopomorskie,kamienski,miedzyzdroje,5,5,25000,25000
ZACHODNIOPOMORSKIE,pyrzycki,Przelewice,zachodniopomorskie,pyrzycki,przelewice,5,4,25000,20000
ZACHODNIOPOMORSKIE,pyrzycki,Warnice,zachodniopomorskie,pyrzycki,warnice,5,5,25000,25000
ZACHODNIOPOMORSKIE,szczecinecki,Szczecinek,zachodniopomorskie,szczecinecki,szczecinek,5,5,25000,25000
ZACHODNIOPOMORSKIE,łobeski,Łobez,zachodniopomorskie,lobeski,lobez,5,5,25000,25000
ŁÓDZKIE,kutnowski,Nowe Ostrowy,lodzkie,kutnowski,nowe_ostrowy,5,5,25000,25000
ŁÓDZKIE,kutnowski,Strzelce,lodzkie,kutnowski,strzelce,5,5,25000,25000
ŁÓDZKIE,kutnowski,Łanięta,lodzkie,kutnowski,lanieta,5,5,25000,25000
ŁÓDZKIE,opoczyński,Żarnów,lodzkie,opoczynski,zarnow,5,5,25000,25000
